 34   80 Se  79 916521.271	2.135
 35   80 Br  79 918529.296	2.161
 36   80 Kr  79 916378.965	1.577
 37   80 Rb  79 922519.250	7.487
 38   80 Sr  79 924521.013	7.058
 39   80 Y   79 934280.000    190.000
 40   80 Zr  79 940400.000   1600.000
 30   81 Zn  80 950480       320
 31   81 Ga  80 937752.355    206.306
 32   81 Ge  80 928820.467    128.961
 33   81 As  80 922132.287	5.933
 34   81 Se  80 917992.474	2.168
 35   81 Br  80 916290.563	2.095
 36   81 Kr  80 916592.015	2.133
 37   81 Rb  80 918995.913	6.439
 38   81 Sr  80 923211.846	6.656
 39   81 Y   80 929127.468     66.725
 40   81 Zr  80 937210.026    178.787
 41   81 Nb  80 949030      1608
 30   82 Zn  81 954420       540
 31   82 Ga  81 942990       320
 32   82 Ge  81 929549.725    262.094
 33   82 As  81 924504.067    214.719
 34   82 Se  81 916699.401	2.168
 35   82 Br  81 916804.119	2.093
 36   82 Kr  81 913483.600	1.910
 37   82 Rb  81 918208.598	2.960
 38   82 Sr  81 918401.639	5.979
 39   82 Y   81 926792.451    110.122
 40   82 Zr  81 931087       241
 41   82 Nb  81 943130       320
 30   83 Zn  82 961030       540
 31   83 Ga  82 946980       320
 32   83 Ge  82 934620       210
 33   83 As  82 924980.024    236.211
 34   83 Se  82 919118.473	3.882
 35   83 Br  82 915180.421	4.531
 36   83 Kr  82 914136.099	3.019
 37   83 Rb  82 915109.701	6.450
 38   83 Sr  82 917556.701     11.073
 39   83 Y   82 922354.243     47.572
 40   83 Zr  82 928653.801    102.907
 41   83 Nb  82 936705.382    338.104
 42   83 Mo  82 948740       540
 31   84 Ga  83 952650       430
 32   84 Ge  83 937470       320
 33   84 As  83 929058       322
 34   84 Se  83 918462.354     15.610
 35   84 Br  83 916478.974     15.728
 36   84 Kr  83 911506.687	3.010
 37   84 Rb  83 914384.821	3.011
 38   84 Sr  83 913425.275	3.437
 39   84 Y   83 920388.264     98.099
 40   84 Zr  83 923250       210
 41   84 Nb  83 933570       320
 42   84 Mo  83 940090       430
 31   85 Ga  84 957000       540
 32   85 Ge  84 943030       430
 33   85 As  84 932020       210
 34   85 Se  84 922245.053     32.095
 35   85 Br  84 915608.403     20.504
 36   85 Kr  84 912527.331	2.090
 37   85 Rb  84 911789.737	0.012
 38   85 Sr  84 912932.803	3.045
 39   85 Y   84 916433.039     20.360
 40   85 Zr  84 921471.182    108.213
 41   85 Nb  84 927912.447    240.437
 42   85 Mo  84 936550       300
 43   85 Tc  84 948830       430
 31   86 Ga  85 963120       860
 32   86 Ge  85 946490       540
 33   86 As  85 936500       320
 34   86 Se  85 924271.579     16.700
 35   86 Br  85 918797.577     11.809
 36   86 Kr  85 910610.729	0.110
 37   86 Rb  85 911167.419	0.214
 38   86 Sr  85 909260.204	1.152
 39   86 Y   85 914885.576     15.225
 40   86 Zr  85 916473.591     32.306
 41   86 Nb  85 925038.326     91.758
 42   86 Mo  85 930695.904    470.655
 43   86 Tc  85 942880       320
 32   87 Ge  86 952510       540
 33   87 As  86 939900       320
 34   87 Se  86 928521.358     42.095
 35   87 Br  86 920711.324     18.979
 36   87 Kr  86 913354.862	0.286
 37   87 Rb  86 909180.526	0.012
 38   87 Sr  86 908877.124	1.152
 39   87 Y   86 910875.730	1.671
 40   87 Zr  86 914816.252	8.956
 41   87 Nb  86 920361.108     65.032
 42   87 Mo  86 927326.502    239.700
 43   87 Tc  86 936530       320
 44   87 Ru  86 949180       640
 32   88 Ge  87 956910       750
 33   88 As  87 944940       540
 34   88 Se  87 931423.998     52.996
 35   88 Br  87 924065.926     41.244
 36   88 Kr  87 914446.969     14.403
 37   88 Rb  87 911315.588	0.172
 38   88 Sr  87 905612.124	1.163
 39   88 Y   87 909501.146	1.986
 40   88 Zr  87 910226.904     11.032
 41   88 Nb  87 918332.163    107.919
 42   88 Mo  87 921953.241     21.855
 43   88 Tc  87 932678       216
 44   88 Ru  87 940260       430
 32   89 Ge  88 963830       970
 33   89 As  88 949390       540
 34   89 Se  88 936450       320
 35   89 Br  88 926385.334     64.205
 36   89 Kr  88 917630.581     55.543
 37   89 Rb  88 912278.016	5.863
 38   89 Sr  88 907450.675	1.166
 39   89 Y   88 905848.295	2.739
 40   89 Zr  88 908889.500	3.970
 41   89 Nb  88 913418.245     28.771
 42   89 Mo  88 919480.009     16.612
 43   89 Tc  88 927167       215
 44   89 Ru  88 936110       540
 45   89 Rh  88 948837       481
 33   90 As  89 955500       860
 34   90 Se  89 939960       430
 35   90 Br  89 930627.737     82.930
 36   90 Kr  89 919516.555     19.866
 37   90 Rb  89 914801.694	7.014
 38   90 Sr  89 907737.888	3.099
 39   90 Y   89 907151.886	2.739
 40   90 Zr  89 904704.416	2.542
 41   90 Nb  89 911264.845	4.990
 42   90 Mo  89 913936.896	6.583
 43   90 Tc  89 923556.564    259.998
 44   90 Ru  89 929890       320
 45   90 Rh  89 942870       540
 33   91 As  90 960430       970
 34   91 Se  90 945960       540
 35   91 Br  90 933968.095     77.895
 36   91 Kr  90 923445.215     61.341
 37   91 Rb  90 916536.958	8.647
 38   91 Sr  90 910203.095	4.856
 39   91 Y   90 907304.791	3.099
 40   91 Zr  90 905645.767	2.518
 41   91 Nb  90 906996.243	4.053
 42   91 Mo  90 911750.194     12.003
 43   91 Tc  90 918427.639    215.044
 44   91 Ru  90 926292       626
 45   91 Rh  90 936550       430
 46   91 Pd  90 949110       608
 33   92 As  91 966800       970
 34   92 Se  91 949920       640
 35   92 Br  91 939258.714     53.242
 36   92 Kr  91 926156.210     12.576
 37   92 Rb  91 919728.900	6.550
 38   92 Sr  91 911037.858	3.653
 39   92 Y   91 908949.143	9.945
 40   92 Zr  91 905040.847	2.517
 41   92 Nb  91 907193.888	3.036
 42   92 Mo  91 906810.991	4.083
 43   92 Tc  91 915260.166     27.916
 44   92 Ru  91 920120       320
 45   92 Rh  91 931980       430
 46   92 Pd  91 940420       540
 34   93 Se  92 956290       860
 35   93 Br  92 943050       320
 36   93 Kr  92 931274.357    107.662
 37   93 Rb  92 922041.876	8.136
 38   93 Sr  92 914025.634	8.085
 39   93 Y   92 909582.713     11.414
 40   93 Zr  92 906476.006	2.512
 41   93 Nb  92 906378.058	2.607
 42   93 Mo  92 906812.610	4.083
 43   93 Tc  92 910248.984	4.222
 44   93 Ru  92 917052.034     91.348
 45   93 Rh  92 925740       430
 46   93 Pd  92 935910       430
 47   93 Ag  92 949780       640
 34   94 Se  93 960490       860
 35   94 Br  93 948680       430
 36   94 Kr  93 934360       322
 37   94 Rb  93 926404.946	8.971
 38   94 Sr  93 915361.312	7.711
 39   94 Y   93 911595.245	7.693
 40   94 Zr  93 906315.192	2.598
 41   94 Nb  93 907283.888	2.607
 42   94 Mo  93 905088.269	2.058
 43   94 Tc  93 909657.002	4.828
 44   94 Ru  93 911359.711     13.669
 45   94 Rh  93 921698       480
 46   94 Pd  93 928770       430
 47   94 Ag  93 942780       540
 35   95 Br  94 952870       540
 36   95 Kr  94 939840       430
 37   95 Rb  94 929302.889     22.665
 38   95 Sr  94 919358.766	8.031
 39   95 Y   94 912820.621	7.752
 40   95 Zr  94 908042.600	2.575
 41   95 Nb  94 906835.792	2.112
 42   95 Mo  94 905842.129	2.057
 43   95 Tc  94 907657.084	5.815
 44   95 Ru  94 910412.929     12.747
 45   95 Rh  94 915898.740    161.535
 46   95 Pd  94 924690       430
 47   95 Ag  94 935480       430
 48   95 Cd  94 949870       640
 35   96 Br  95 958530       750
 36   96 Kr  95 943070       540
 37   96 Rb  95 934272.637     31.598
 38   96 Sr  95 921696.802     29.393
 39   96 Y   95 915891.343     25.165
 40   96 Zr  95 908273.386	2.993
 41   96 Nb  95 908100.647	4.004
 42   96 Mo  95 904679.477	2.057
 43   96 Tc  95 907871.383	5.893
 44   96 Ru  95 907597.835	8.461
 45   96 Rh  95 914460.631     13.669
 46   96 Pd  95 918164.359    161.610
 47   96 Ag  95 930680       430
 48   96 Cd  95 939770       540
 35   97 Br  96 962800       860
 36   97 Kr  96 948560       540
 37   97 Rb  96 937351.916     32.756
 38   97 Sr  96 926152.923     20.600
 39   97 Y   96 918133.995     12.524
 40   97 Zr  96 910953.109	2.990
 41   97 Nb  96 908098.556	2.739
 42   97 Mo  96 906021.465	2.053
 43   97 Tc  96 906365.358	4.872
 44   97 Ru  96 907554.700	8.964
 45   97 Rh  96 911336.797     38.999
 46   97 Pd  96 916479.073    324.415
 47   97 Ag  96 923972.412    345.240
 48   97 Cd  96 934940       430
 49   97 In  96 949540       640
 36   98 Kr  97 951910       640
 37   98 Rb  97 941790.668     53.942
 38   98 Sr  97 928452.934     28.287
 39   98 Y   97 922203.020     26.354
 40   98 Zr  97 912734.892     21.412
 41   98 Nb  97 910328.412	6.145
 42   98 Mo  97 905408.169	2.054
 43   98 Tc  97 907215.966	4.097
 44   98 Ru  97 905287.132	6.732
 45   98 Rh  97 910708.158     12.671
 46   98 Pd  97 912720.902     23.078
 47   98 Ag  97 921566.201     71.902
 48   98 Cd  97 927395.546     83.749
 49   98 In  97 942140       210
 36   99 Kr  98 957600       640
 37   99 Rb  98 945379.283    134.912
 38   99 Sr  98 933240.926     85.882
 39   99 Y   98 924636.204     26.185
 40   99 Zr  98 916512.106     21.506
 41   99 Nb  98 911618.375     14.319
 42   99 Mo  98 907711.870	2.056
 43   99 Tc  98 906254.747	2.124
 44   99 Ru  98 905939.302	2.158
 45   99 Rh  98 908132.104	7.661
 46   99 Pd  98 911767.833     16.296
 47   99 Ag  98 917597.178    161.854
 48   99 Cd  98 925010       220
 49   99 In  98 934220       430
 50   99 Sn  98 949330       640
 36  100 Kr  99 961140       540
 37  100 Rb  99 949870       320
 38  100 Sr  99 935351.911    136.573
 39  100 Y   99 927756.586     84.423
 40  100 Zr  99 917761.889     38.472
 41  100 Nb  99 914181.619     27.564
 42  100 Mo  99 907477.336	6.285
 43  100 Tc  99 907657.780	2.380
 44  100 Ru  99 904219.476	2.158
 45  100 Rh  99 908121.550     19.536
 46  100 Pd  99 908505.886     12.083
 47  100 Ag  99 916104.255     82.797
 48  100 Cd  99 920289.525    102.275
 49  100 In  99 931110.851    267.259
 50  100 Sn  99 939044.343    757.268
 37  101 Rb 100 953196.445    178.296
 38  101 Sr 100 940517.888    133.583
 39  101 Y  100 930313.850    102.315
 40  101 Zr 100 921140.415     33.663
 41  101 Nb 100 915252.025     20.320
 42  101 Mo 100 910347.001	6.286
 43  101 Tc 100 907314.659     25.855
 44  101 Ru 100 905582.087	2.161
 45  101 Rh 100 906163.625     18.497
 46  101 Pd 100 908289.242     18.989
 47  101 Ag 100 912802.233    112.087
 48  101 Cd 100 918681.538    162.036
 49  101 In 100 926340       320
 50  101 Sn 100 936060       320
 37  102 Rb 101 958870       540
 38  102 Sr 101 943018.987    119.348
 39  102 Y  101 933555.695     92.718
 40  102 Zr 101 922981.285     54.309
 41  102 Nb 101 918037.614     43.730
 42  102 Mo 101 910297.360     22.372
 43  102 Tc 101 909215.019     10.083
 44  102 Ru 101 904349.312	2.162
 45  102 Rh 101 906843.196	5.304
 46  102 Pd 101 905608.544	3.207
 47  102 Ag 101 911685.000     30.000
 48  102 Cd 101 914462.258     31.205
 49  102 In 101 924090.238    119.913
 50  102 Sn 101 930295.324    141.515
 38  103 Sr 102 948950       540
 39  103 Y  102 936730       320
 40  103 Zr 102 926599.606    116.739
 41  103 Nb 102 919143.842     72.810
 42  103 Mo 102 913207.142     65.299
 43  103 Tc 102 909181.351     10.726
 44  103 Ru 102 906323.847	2.166
 45  103 Rh 102 905504.292	3.012
 46  103 Pd 102 906087.307	3.115
 47  103 Ag 102 908972.720     17.908
 48  103 Cd 102 913419.246     16.500
 49  103 In 102 919914.188     27.078
 50  103 Sn 102 928100       320
 51  103 Sb 102 939690       320
 38  104 Sr 103 952330       750
 39  104 Y  103 941050       430
 40  104 Zr 103 928780       430
 41  104 Nb 103 922464.701    112.518
 42  104 Mo 103 913763.625     57.663
 43  104 Tc 103 911447.454     49.021
 44  104 Ru 103 905432.701	3.367
 45  104 Rh 103 906655.518	3.013
 46  104 Pd 103 904035.834	4.436
 47  104 Ag 103 908629.157	6.174
 48  104 Cd 103 909849.475     10.161
 49  104 In 103 918296.171     90.964
 50  104 Sn 103 923143.223    111.461
 51  104 Sb 103 936472       389
 38  105 Sr 104 958580       750
 39  105 Y  104 944870       540
 40  105 Zr 104 933050       430
 41  105 Nb 104 923936.545    107.138
 42  105 Mo 104 916974.610     76.363
 43  105 Tc 104 911660.566     59.140
 44  105 Ru 104 907752.866	3.368
 45  105 Rh 104 905693.821	4.323
 46  105 Pd 104 905084.920	4.372
 47  105 Ag 104 906528.661     11.789
 48  105 Cd 104 909467.905     12.398
 49  105 In 104 914673.540     18.623
 50  105 Sn 104 921349.437     86.513
 51  105 Sb 104 931486.348    112.618
 52  105 Te 104 943640       540
 39  106 Y  105 949790       750
 40  106 Zr 105 935910       540
 41  106 Nb 105 927970       210
 42  106 Mo 105 918136.802     19.267
 43  106 Tc 105 914357.927     14.308
 44  106 Ru 105 907329.433	8.078
 45  106 Rh 105 907287.135	8.075
 46  106 Pd 105 903485.715	4.372
 47  106 Ag 105 906668.921	5.274
 48  106 Cd 105 906459.410	6.367
 49  106 In 105 913465.411     13.240
 50  106 Sn 105 916880.620     53.986
 51  106 Sb 105 928791       336
 52  106 Te 105 937504.237    141.870
 39  107 Y  106 954140       540
 40  107 Zr 106 940750       320
 41  107 Nb 106 930310       430
 42  107 Mo 106 921692.604    173.513
 43  107 Tc 106 915079.572    161.114
 44  107 Ru 106 909905.089    132.782
 45  107 Rh 106 906748.423     12.805
 46  107 Pd 106 905133.481	4.383
 47  107 Ag 106 905096.820	4.584
 48  107 Cd 106 906617.928	6.197
 49  107 In 106 910295.100     12.228
 50  107 Sn 106 915644.329     89.570
 51  107 Sb 106 924150       320
 52  107 Te 106 935006       320
 39  108 Y  107 959480       860
 40  108 Zr 107 943960       640
 41  108 Nb 107 934840       320
 42  108 Mo 107 923453       211
 43  108 Tc 107 918461.226    135.767
 44  108 Ru 107 910173.465    124.706
 45  108 Rh 107 908728.018    112.782
 46  108 Pd 107 903891.701	3.695
 47  108 Ag 107 905955.556	4.588
 48  108 Cd 107 904183.683	5.974
 49  108 In 107 909698.180     10.466
 50  108 Sn 107 911925.378     21.314
 51  108 Sb 107 922160       220
 52  108 Te 107 929444.597    111.550
 53  108 I  107 943475       385
 40  109 Zr 108 949240       540
 41  109 Nb 108 937630       540
 42  109 Mo 108 927810       320
 43  109 Tc 108 919982.665    103.351
 44  109 Ru 108 913203.233     70.953
 45  109 Rh 108 908737.289     12.847
 46  109 Pd 108 905950.451	3.692
 47  109 Ag 108 904752.292	3.113
 48  109 Cd 108 904982.293	4.182
 49  109 In 108 907150.507	6.256
 50  109 Sn 108 911283.214     10.700
 51  109 Sb 108 918132.426     20.236
 52  109 Te 108 927415.515     67.847
 53  109 I  108 938149.417    111.568
 40  110 Zr 109 952870       860
 41  110 Nb 109 942440       540
 42  110 Mo 109 929730       430
 43  110 Tc 109 923820.483     82.179
 44  110 Ru 109 914136.041     57.159
 45  110 Rh 109 911136.411     54.155
 46  110 Pd 109 905153.254     11.672
 47  110 Ag 109 906107.231	3.112
 48  110 Cd 109 903002.070	2.860
 49  110 In 109 907165.274     12.722
 50  110 Sn 109 907842.791     14.790
 51  110 Sb 109 916753       215
 52  110 Te 109 922407.316     56.513
 53  110 I  109 935242       332
 54  110 Xe 109 944278.068    142.656
 41  111 Nb 110 945650       540
 42  111 Mo 110 934410       430
 43  111 Tc 110 925692.830    116.691
 44  111 Ru 110 917696.000     79.000
 45  111 Rh 110 911585.913     31.791
 46  111 Pd 110 907670.734     11.680
 47  111 Ag 110 905291.157	3.236
 48  111 Cd 110 904178.107	2.858
 49  111 In 110 905103.278	5.183
 50  111 Sn 110 907734.460	7.339
 51  111 Sb 110 913163.000     30.000
 52  111 Te 110 921110.692     76.589
 53  111 I  110 930276       324
 54  111 Xe 110 941602       325
 41  112 Nb 111 950830       750
 42  112 Mo 111 936840       640
 43  112 Tc 111 929146.493    133.289
 44  112 Ru 111 918965.000     79.000
 45  112 Rh 111 914394.159     55.404
 46  112 Pd 111 907314.058     19.267
 47  112 Ag 111 907004.814     18.125
 48  112 Cd 111 902757.809	2.854
 49  112 In 111 905532.331	5.502
 50  112 Sn 111 904818.207	4.598
 51  112 Sb 111 912398.009     19.140
 52  112 Te 111 917013.672    182.799
 53  112 I  111 927970       226
 54  112 Xe 111 935623.112    111.753
 55  112 Cs 111 950301       325
 41  113 Nb 112 954700       860
 42  113 Mo 112 941880       640
 43  113 Tc 112 931590       320
 44  113 Ru 112 922487.194     75.145
 45  113 Rh 112 915530.627     52.588
 46  113 Pd 112 910152.908     38.423
 47  113 Ag 112 906566.579     17.834
 48  113 Cd 112 904401.662	2.869
 49  113 In 112 904057.761	3.448
 50  113 Sn 112 905170.577	4.312
 51  113 Sb 112 909371.672     18.878
 52  113 Te 112 915891.000     30.000
 53  113 I  112 923640.583     57.365
 54  113 Xe 112 933341.174     86.513
 55  113 Cs 112 944493.274    111.786
 42  114 Mo 113 944920       750
 43  114 Tc 113 935880       640
 44  114 Ru 113 924281       246
 45  114 Rh 113 918806.000    121.000
 46  114 Pd 113 910362.638     25.372
 47  114 Ag 113 908803.704     26.649
 48  114 Cd 113 903358.540	2.870
 49  114 In 113 904913.876	3.440
 50  114 Sn 113 902778.869	3.405
 51  114 Sb 113 909269.000     30.000
 52  114 Te 113 912089.000     30.000
 53  114 I  113 921850       320
 54  114 Xe 113 927980.306     12.000
 55  114 Cs 113 941450       327
 56  114 Ba 113 950675.405    149.437
 42  115 Mo 114 950290       860
 43  115 Tc 114 938690       750
 44  115 Ru 114 928686.173    138.180
 45  115 Rh 114 920334.000     87.000
 46  115 Pd 114 913683.824     65.473
 47  115 Ag 114 908762.698     37.490
 48  115 Cd 114 905430.969	2.923
 49  115 In 114 903878.484	4.791
 50  115 Sn 114 903342.397	3.160
 51  115 Sb 114 906598.000     17.203
 52  115 Te 114 911902.000     30.000
 53  115 I  114 918048.000     31.000
 54  115 Xe 114 926293.920     13.000
 55  115 Cs 114 935910       320
 56  115 Ba 114 947370       640
 43  116 Tc 115 943370       750
 44  116 Ru 115 930810       750
 45  116 Rh 115 924062.000    148.000
 46  116 Pd 115 914158.662     59.654
 47  116 Ag 115 911359.933     50.213
 48  116 Cd 115 904755.809	3.381
 49  116 In 115 905259.703	4.797
 50  116 Sn 115 901740.530	3.159
 51  116 Sb 115 906793.629	6.269
 52  116 Te 115 908460.000     30.000
 53  116 I  115 916808.633    103.695
 54  116 Xe 115 921581.087     14.000
 55  116 Cs 115 933367       108
 56  116 Ba 115 941380       430
 43  117 Tc 116 946480       750
 44  117 Ru 116 935580       750
 45  117 Rh 116 925980       540
 46  117 Pd 116 917841.338     63.827
 47  117 Ag 116 911684.562     53.794
 48  117 Cd 116 907218.618	3.548
 49  117 In 116 904513.564	6.085
 50  117 Sn 116 902951.656	3.136
 51  117 Sb 116 904835.941     10.104
 52  117 Te 116 908644.719     14.398
 53  117 I  116 913650.000     30.000
 54  117 Xe 116 920358.735     11.141
 55  117 Cs 116 928670.701     67.000
 56  117 Ba 116 938499       322
 57  117 La 116 950068       430
 43  118 Tc 117 951480       970
 44  118 Ru 117 937820       860
 45  118 Rh 117 930070       540
 46  118 Pd 117 918984.300    225.370
 47  118 Ag 117 914582.768     68.498
 48  118 Cd 117 906914.530     21.735
 49  118 In 117 906354.367	8.856
 50  118 Sn 117 901603.167	3.100
 51  118 Sb 117 905528.731	4.450
 52  118 Te 117 905827.581     15.856
 53  118 I  117 913074.000     21.213
 54  118 Xe 117 916178.655     11.141
 55  118 Cs 117 926559.494     13.690
 56  118 Ba 117 933040       210
 57  118 La 117 946730       320
 44  119 Ru 118 942840       750
 45  119 Rh 118 932110       640
 46  119 Pd 118 923110       320
 47  119 Ag 118 915665.059     96.377
 48  119 Cd 118 909921.597     86.281
 49  119 In 118 905845.350	8.280
 50  119 Sn 118 903307.630	3.083
 51  119 Sb 118 903942.009	8.803
 52  119 Te 118 906403.645	9.061
 53  119 I  118 910074.000     30.000
 54  119 Xe 118 915410.688     11.141
 55  119 Cs 118 922377.304     14.965
 56  119 Ba 118 930659.661    214.997
 57  119 La 118 940990       430
 58  119 Ce 118 952760       640
 44  120 Ru 119 945310       860
 45  120 Rh 119 936410       640
 46  120 Pd 119 924691.878    133.020
 47  120 Ag 119 918787.384     78.546
 48  120 Cd 119 909850.129     20.174
 49  120 In 119 907959.608     43.025
 50  120 Sn 119 902194.676	2.687
 51  120 Sb 119 905072.427	8.122
 52  120 Te 119 904020.222     10.409
 53  120 I  119 910048.173     19.174
 54  120 Xe 119 911784.244     12.686
 55  120 Cs 119 920677.253     10.702
 56  120 Ba 119 926044.974    322.241
 57  120 La 119 938070       540
 58  120 Ce 119 946640       750
 45  121 Rh 120 938720       970
 46  121 Pd 120 928870       540
 47  121 Ag 120 919848.046    157.607
 48  121 Cd 120 912977.363     90.796
 49  121 In 120 907845.822     29.462
 50  121 Sn 120 904235.480	2.678
 51  121 Sb 120 903815.686	2.359
 52  121 Te 120 904936.424     27.837
 53  121 I  120 907366.811     11.122
 54  121 Xe 120 911461.829     11.928
 55  121 Cs 120 917229.209     14.832
 56  121 Ba 120 924054.499    152.283
 57  121 La 120 933010       540
 58  121 Ce 120 943420       540
 59  121 Pr 120 955364       752
 45  122 Rh 121 943210       750
 46  122 Pd 121 930550       430
 47  122 Ag 121 923530       220
 48  122 Cd 121 913332.432     46.186
 49  122 In 121 910276.010     53.756
 50  122 Sn 121 903439.046	2.915
 51  122 Sb 121 905173.651	2.358
 52  122 Te 121 903043.898	1.599
 53  122 I  121 907589.284	5.601
 54  122 Xe 121 908367.632     11.928
 55  122 Cs 121 916113.434     34.303
 56  122 Ba 121 919904.000     30.000
 57  122 La 121 930710       320
 58  122 Ce 121 937910       430
 59  122 Pr 121 951810       540
 46  123 Pd 122 934930       640
 47  123 Ag 122 924900       220
 48  123 Cd 122 917002.999     43.881
 49  123 In 122 910438.276     25.894
 50  123 Sn 122 905720.838	2.904
 51  123 Sb 122 904213.970	2.223
 52  123 Te 122 904270.029	1.592
 53  123 I  122 905588.965	4.008
 54  123 Xe 122 908481.910     10.238
 55  123 Cs 122 912996.036     13.000
 56  123 Ba 122 918781.036     13.000
 57  123 La 122 926240       210
 58  123 Ce 122 935400       320
 59  123 Pr 122 945960       640
 46  124 Pd 123 936880       540
 47  124 Ag 123 928640       210
 48  124 Cd 123 917647.616     67.248
 49  124 In 123 913175.231     52.624
 50  124 Sn 123 905273.946	1.496
 51  124 Sb 123 905935.743	2.222
 52  124 Te 123 902817.896	1.583
 53  124 I  123 906209.852	2.547
 54  124 Xe 123 905893.003	1.961
 55  124 Cs 123 912257.798	8.914
 56  124 Ba 123 915093.603     13.416
 57  124 La 123 924574.275     60.836
 58  124 Ce 123 930410       320
 59  124 Pr 123 942960       640
 60  124 Nd 123 952230       640
 47  125 Ag 124 930430       320
 48  125 Cd 124 921246.370     73.959
 49  125 In 124 913600.588     32.246
 50  125 Sn 124 907784.125	1.611
 51  125 Sb 124 905253.818	2.773
 52  125 Te 124 904430.731	1.583
 53  125 I  124 904630.164	1.585
 54  125 Xe 124 906395.464	2.006
 55  125 Cs 124 909728.270	8.314
 56  125 Ba 124 914472.912     11.928
 57  125 La 124 920816.034     27.854
 58  125 Ce 124 928440       210
 59  125 Pr 124 937830       430
 60  125 Nd 124 948880       430
 47  126 Ag 125 934500       320
 48  126 Cd 125 922353.321     58.124
 49  126 In 125 916463.857     43.414
 50  126 Sn 125 907653.280     11.484
 51  126 Sb 125 907247.480     34.192
 52  126 Te 125 903311.696	1.585
 53  126 I  125 905624.153	4.018
 54  126 Xe 125 904273.634	6.705
 55  126 Cs 125 909451.977     13.000
 56  126 Ba 125 911250.177     13.416
 57  126 La 125 919512.667     97.163
 58  126 Ce 125 923971.000     30.000
 59  126 Pr 125 935310       210
 60  126 Nd 125 943220       430
 61  126 Pm 125 957520       540
 47  127 Ag 126 936770       320
 48  127 Cd 126 926443.864     79.857
 49  127 In 126 917353.091     42.460
 50  127 Sn 126 910360.024     26.369
 51  127 Sb 126 906923.609	5.612
 52  127 Te 126 905226.336	1.640
 53  127 I  126 904472.681	3.791
 54  127 Xe 126 905183.723	4.307
 55  127 Cs 126 907417.525	5.985
 56  127 Ba 126 911093.797     12.332
 57  127 La 126 916375.448     27.854
 58  127 Ce 126 922731.000     62.000
 59  127 Pr 126 930830       210
 60  127 Nd 126 940500       430
 61  127 Pm 126 951630       640
 47  128 Ag 127 941170       320
 48  128 Cd 127 927762.285    315.667
 49  128 In 127 920172.328     52.162
 50  128 Sn 127 910536.624     29.220
 51  128 Sb 127 909169.001     26.904
 52  128 Te 127 904463.056	1.878
 53  128 I  127 905809.443	3.791
 54  128 Xe 127 903531.275	1.532
 55  128 Cs 127 907748.866	5.901
 56  128 Ba 127 908317.698     10.837
 57  128 La 127 915585.177     58.452
 58  128 Ce 127 918911.000     30.000
 59  128 Pr 127 928791.000     32.000
 60  128 Nd 127 935390       210
 61  128 Pm 127 948420       430
 62  128 Sm 127 958080       540
 47  129 Ag 128 943690       430
 48  129 Cd 128 932150       320
 49  129 In 128 921696.980     46.272
 50  129 Sn 128 913479.000     31.000
 51  129 Sb 128 909148.442     22.850
 52  129 Te 128 906598.238	1.879
 53  129 I  128 904987.722	3.395
 54  129 Xe 128 904779.435	0.793
 55  129 Cs 128 906064.426	4.941
 56  129 Ba 128 908679.439     11.756
 57  129 La 128 912692.815     22.459
 58  129 Ce 128 918102.000     30.000
 59  129 Pr 128 925095.000     32.000
 60  129 Nd 128 933188       217
 61  129 Pm 128 943160       430
 62  129 Sm 128 954640       540
 47  130 Ag 129 950448       358
 48  130 Cd 129 933901.937    303.564
 49  130 In 129 924970.049     42.376
 50  130 Sn 129 913967.295     11.470
 51  130 Sb 129 911656.324     18.345
 52  130 Te 129 906224.399	2.067
 53  130 I  129 906674.247	3.395
 54  130 Xe 129 903508.007	0.805
 55  130 Cs 129 906708.552	8.980
 56  130 Ba 129 906320.811	2.995
 57  130 La 129 912368.724     27.854
 58  130 Ce 129 914736.000     30.000
 59  130 Pr 129 923590.000     69.000
 60  130 Nd 129 928506.000     30.000
 61  130 Pm 129 940450       320
 62  130 Sm 129 948920       430
 63  130 Eu 129 963569       540
 48  131 Cd 130 940670       320
 49  131 In 130 926851.767     30.051
 50  131 Sn 130 916999.769     22.735
 51  131 Sb 130 911982.275     22.133
 52  131 Te 130 908523.864	2.068
 53  131 I  130 906124.609	1.218
 54  131 Xe 130 905082.362	1.030
 55  131 Cs 130 905463.926	5.386
 56  131 Ba 130 906941.118	3.009
 57  131 La 130 910070.000     30.000
 58  131 Ce 130 914422.000     36.000
 59  131 Pr 130 920259.000     56.000
 60  131 Nd 130 927247.000     30.000
 61  131 Pm 130 935870       210
 62  131 Sm 130 946110       320
 63  131 Eu 130 957753       430
 48  132 Cd 131 945550       540
 49  132 In 131 932990.260     66.057
 50  132 Sn 131 917815.713     14.647
 51  132 Sb 131 914466.896     15.430
 52  132 Te 131 908553.160	7.433
 53  132 I  131 907997.381	6.222
 54  132 Xe 131 904153.457	1.043
 55  132 Cs 131 906434.260	2.039
 56  132 Ba 131 905061.288	1.134
 57  132 La 131 910101.145     42.044
 58  132 Ce 131 911460.487     22.086
 59  132 Pr 131 919255.000     61.000
 60  132 Nd 131 923321.237     25.985
 61  132 Pm 131 933750       210
 62  132 Sm 131 940690       320
 63  132 Eu 131 954370       430
 49  133 In 132 937810       320
 50  133 Sn 132 923829.249     38.284
 51  133 Sb 132 915251.630     27.301
 52  133 Te 132 910955.306     26.247
